Rainfall, Temperature, Ph,Crop, Production
414.59947,26,3.7,Bajra,0.66756
414.62489,26,3.7,Bajra,0.66872
414.63246,26,3.7,Bajra,0.66907
414.6336,26,3.7,Bajra,0.66912
414.64509,26,3.7,Bajra,0.66964
414.65515,26,3.7,Bajra,0.6701
414.65856,26,3.7,Bajra,0.67026
414.67906,26,3.7,Bajra,0.6712
414.69806,26,3.7,Bajra,0.67206
414.70325,26,3.7,Bajra,0.6723
414.70552,26,3.7,Bajra,0.67241
414.72019,26,3.7,Bajra,0.67308
414.72698,26,3.7,Bajra,0.67339
414.72878,26,3.7,Bajra,0.67347
414.73227,26,3.7,Bajra,0.67363
414.73621,26,3.7,Bajra,0.67381
414.74534,26,3.7,Bajra,0.67423
414.74741,26,3.7,Bajra,0.67432
414.78197,26,3.7,Bajra,0.6759
414.80966,26,3.7,Bajra,0.67717
414.82348,26,3.7,Bajra,0.6778
414.827,26,3.7,Bajra,0.67796
414.82712,26,3.7,Bajra,0.67797
414.83155,26,3.7,Bajra,0.67817
414.8505,26,3.7,Bajra,0.67904
414.8716,26,3.7,Bajra,0.68
414.89539,26,3.7,Bajra,0.68109
414.91092,26,3.7,Bajra,0.6818
414.91945,26,3.7,Bajra,0.68219
414.92134,26,3.7,Bajra,0.68227
414.92714,26,3.7,Bajra,0.68254
414.93889,26,3.7,Bajra,0.68308
414.95188,26,3.7,Bajra,0.68367
414.96368,26,3.7,Bajra,0.68421
414.96368,26,3.7,Bajra,0.68421
414.9694,26,3.7,Bajra,0.68447
414.97764,26,3.7,Bajra,0.68485
414.98077,26,3.7,Bajra,0.68499
414.99657,26,3.7,Bajra,0.68571
414.99657,26,3.7,Bajra,0.68571
415.01616,26,3.7,Bajra,0.68661
415.02159,26,3.7,Bajra,0.68686
415.03563,26,3.7,Bajra,0.6875
415.03606,26,3.7,Bajra,0.68752
415.04596,26,3.7,Bajra,0.68797
415.06142,26,3.7,Bajra,0.68868
415.06615,26,3.7,Bajra,0.6889
415.0863,26,3.7,Bajra,0.68982
415.09648,26,3.7,Bajra,0.69028
415.10667,26,3.7,Bajra,0.69075
415.10911,26,3.7,Bajra,0.69086
415.11004,26,3.7,Bajra,0.6909
415.11946,26,3.7,Bajra,0.69133
415.14077,26,3.7,Bajra,0.69231
415.14077,26,3.7,Bajra,0.69231
415.14077,26,3.7,Bajra,0.69231
415.14077,26,3.7,Bajra,0.69231
415.14077,26,3.7,Bajra,0.69231
415.14083,26,3.7,Bajra,0.69231
415.1694,26,3.7,Bajra,0.69362
415.17058,26,3.7,Bajra,0.69367
415.20862,26,3.7,Bajra,0.69541
415.22563,26,3.7,Bajra,0.69619
415.24136,26,3.7,Bajra,0.69691
415.25814,26,3.7,Bajra,0.69767
415.26275,26,3.7,Bajra,0.69789
415.26357,26,3.7,Bajra,0.69792
415.2684,26,3.7,Bajra,0.69814
415.28999,26,3.7,Bajra,0.69913
415.2945,26,3.7,Bajra,0.69934
415.29767,26,3.7,Bajra,0.69948
415.30482,26,3.7,Bajra,0.69981
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.309,26,3.7,Bajra,0.7
415.34598,26,4,Bajra,0.70169
415.34977,26,4,Bajra,0.70186
415.35171,26,4,Bajra,0.70195
415.3595,26,4,Bajra,0.70231
415.36811,26,4,Bajra,0.7027
415.37386,26,4,Bajra,0.70297
415.3811,26,4,Bajra,0.7033
415.39,26,4,Bajra,0.7037
415.39533,26,4,Bajra,0.70395
415.39648,26,4,Bajra,0.704
415.43765,26,4,Bajra,0.70588
415.43765,26,4,Bajra,0.70588
415.45743,26,4,Bajra,0.70679
415.47074,26,4,Bajra,0.7074
415.50128,26,4,Bajra,0.70879
415.53921,26,4,Bajra,0.71053
415.54547,26,4,Bajra,0.71081
415.54614,26,4,Bajra,0.71084
415.552,26,4,Bajra,0.71111
415.56135,26,4,Bajra,0.71154
415.56636,26,4,Bajra,0.71177
415.56925,26,4,Bajra,0.7119
415.57593,26,4,Bajra,0.71221
415.59292,26,4,Bajra,0.71298
415.59688,26,4,Bajra,0.71316
415.60454,26,4,Bajra,0.71351
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.62143,26,4,Bajra,0.71429
415.65402,26,4,Bajra,0.71578
415.7178,26,4,Bajra,0.71869
415.7344,26,4,Bajra,0.71945
415.73977,26,4,Bajra,0.7197
415.74083,26,4,Bajra,0.71975
415.74868,26,4,Bajra,0.7201
415.74936,26,4,Bajra,0.72014
415.7536,26,4,Bajra,0.72033
415.76278,26,4,Bajra,0.72075
415.77508,26,4,Bajra,0.72131
415.77808,26,4,Bajra,0.72145
415.77852,26,4,Bajra,0.72147
415.78307,26,4,Bajra,0.72168
415.79015,26,4,Bajra,0.722
415.82085,26,4,Bajra,0.7234
415.82697,26,4,Bajra,0.72368
415.83218,26,4,Bajra,0.72392
415.83285,26,4,Bajra,0.72395
415.8369,26,4,Bajra,0.72414
415.83789,26,4,Bajra,0.72418
415.8457,26,4,Bajra,0.72454
415.84623,26,4,Bajra,0.72456
415.84783,26,4,Bajra,0.72464
415.85048,26,4,Bajra,0.72476
415.85656,26,4,Bajra,0.72504
415.8574,26,4,Bajra,0.72508
415.85899,26,4,Bajra,0.72515
415.86939,26,4,Bajra,0.72562
415.87339,26,4,Bajra,0.72581
415.87678,26,4,Bajra,0.72596
415.87822,26,4,Bajra,0.72603
415.87822,26,4,Bajra,0.72603
415.87822,26,4,Bajra,0.72603
415.8922,26,4,Bajra,0.72667
415.90545,26,4,Bajra,0.72727
415.90545,26,4,Bajra,0.72727
415.90545,26,4,Bajra,0.72727
415.90545,26,4,Bajra,0.72727
415.91167,26,4,Bajra,0.72756
415.91183,26,4,Bajra,0.72756
415.91229,26,4,Bajra,0.72759
415.91249,26,4,Bajra,0.72759
415.9172,26,4,Bajra,0.72781
415.92091,26,4,Bajra,0.72798
415.93258,26,4,Bajra,0.72851
415.94007,26,4,Bajra,0.72886
415.94148,26,4,Bajra,0.72892
415.94328,26,4,Bajra,0.729
415.94562,26,4,Bajra,0.72911
415.94929,27,4,Bajra,0.72928
415.96068,27,4,Bajra,0.7298
415.96622,27,4,Bajra,0.73005
415.97703,27,4,Bajra,0.73055
415.98192,27,4,Bajra,0.73077
415.98509,27,4,Bajra,0.73091
415.98817,27,4,Bajra,0.73105
416.00794,27,4,Bajra,0.73196
416.01196,27,4,Bajra,0.73214
416.038,27,4,Bajra,0.73333
416.038,27,4,Bajra,0.73333
416.038,27,4,Bajra,0.73333
416.038,27,4,Bajra,0.73333
416.0559,27,4,Bajra,0.73415
416.05646,27,4,Bajra,0.73418
416.05832,27,4,Bajra,0.73426
416.06546,27,4,Bajra,0.73459
416.07061,27,4,Bajra,0.73482
416.09875,27,4,Bajra,0.73611
416.11113,27,4,Bajra,0.73668
416.11474,27,4,Bajra,0.73684
416.11681,27,4,Bajra,0.73694
416.11724,27,4,Bajra,0.73696
416.12048,27,4,Bajra,0.7371
416.12871,27,4,Bajra,0.73748
416.13709,27,4,Bajra,0.73786
416.14214,27,4,Bajra,0.7381
416.15289,27,4,Bajra,0.73859
416.16665,27,4,Bajra,0.73922
416.16922,27,4,Bajra,0.73933
416.17708,27,4,Bajra,0.73969
416.20328,27,4,Bajra,0.74089
416.21018,27,4,Bajra,0.74121
416.21853,27,4,Bajra,0.74159
416.23479,27,4,Bajra,0.74233
416.24629,27,4,Bajra,0.74286
416.27128,27,4,Bajra,0.744
416.2833,27,4,Bajra,0.74455
416.28378,27,4,Bajra,0.74457
416.28401,27,4,Bajra,0.74458
416.28481,27,4,Bajra,0.74462
416.28775,27,4,Bajra,0.74475
416.2977,27,4,Bajra,0.74521
416.29893,27,4,Bajra,0.74526
416.30052,27,4,Bajra,0.74534
416.3142,27,4,Bajra,0.74596
416.32272,27,4,Bajra,0.74635
416.34242,27,4,Bajra,0.74725
416.3514,27,4,Bajra,0.74766
416.35853,27,4,Bajra,0.74799
416.36723,27,4,Bajra,0.74839
416.36959,27,4,Bajra,0.7485
416.37387,27,4,Bajra,0.74869
416.37592,27,4,Bajra,0.74878
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.4025,27,4,Bajra,0.75
416.45099,27,4,Bajra,0.75222
416.45887,27,4,Bajra,0.75258
416.47,27,4,Bajra,0.75309
416.47,27,4,Bajra,0.75309
416.47,27,4,Bajra,0.75309
416.47351,27,4,Bajra,0.75325
416.47518,27,4,Bajra,0.75332
416.47565,27,4,Bajra,0.75334
416.47693,27,4,Bajra,0.7534
416.47893,27,4,Bajra,0.75349
416.50556,27,4,Bajra,0.75471
416.50566,27,4,Bajra,0.75472
416.524,27,4,Bajra,0.75556
416.53585,27,4,Bajra,0.7561
416.53774,27,4,Bajra,0.75618
416.56524,27,4,Bajra,0.75744
416.5752,27,4,Bajra,0.7579
416.58225,27,4,Bajra,0.75822
416.59033,27,4,Bajra,0.75859
416.59426,27,4,Bajra,0.75877
416.60012,27,4,Bajra,0.75904
416.60759,27,4,Bajra,0.75938
416.6212,27,4,Bajra,0.76
416.6212,27,4,Bajra,0.76
416.64855,27,4,Bajra,0.76125
422.85395,27,4,Bajra,0.7618
422.86585,27,4,Bajra,0.7622
422.87129,27,4,Bajra,0.76238
422.88793,27,4,Bajra,0.76293
422.88889,27,4,Bajra,0.76296
422.8913,27,4,Bajra,0.76304
422.89493,27,4,Bajra,0.76316
422.89502,27,4,Bajra,0.76317
422.89673,27,4,Bajra,0.76322
422.91285,27,4,Bajra,0.76376
422.91395,27,4,Bajra,0.7638
422.96,27,4,Bajra,0.76533
422.98287,27,4,Bajra,0.7661
422.99065,27,4,Bajra,0.76636
423.0045,27,4,Bajra,0.76682
423.05459,27,4,Bajra,0.76849
423.07692,27,4,Bajra,0.76923
423.1033,27,4,Bajra,0.77011
423.10722,27,4,Bajra,0.77024
423.11231,27,4,Bajra,0.77041
423.1616,27,4,Bajra,0.77205
423.16456,27,4,Bajra,0.77215
423.17935,27,4,Bajra,0.77265
423.20598,27,4,Bajra,0.77353
423.20755,27,4,Bajra,0.77358
423.21918,27,4,Bajra,0.77397
423.25292,27,4,Bajra,0.7751
423.26599,27,4,Bajra,0.77553
423.27094,27,4,Bajra,0.7757
423.27401,27,4,Bajra,0.7758
423.27586,27,4,Bajra,0.77586
423.2872,27,4,Bajra,0.77624
423.33333,27,4,Bajra,0.77778
423.33333,27,4,Bajra,0.77778
423.33333,27,4,Bajra,0.77778
423.33333,27,4,Bajra,0.77778
423.33513,27,4,Bajra,0.77784
423.3419,27,4,Bajra,0.77806
423.37305,27,4,Bajra,0.7791
423.37838,27,4,Bajra,0.77928
423.38549,27,4.3,Bajra,0.77952
423.40081,27,4.3,Bajra,0.78003
423.42756,27,4.3,Bajra,0.78092
423.4375,27,4.3,Bajra,0.78125
423.45455,27,4.3,Bajra,0.78182
423.45865,27,4.3,Bajra,0.78195
423.46939,27,4.3,Bajra,0.78231
423.47107,27,4.3,Bajra,0.78237
423.4715,27,4.3,Bajra,0.78238
423.47603,27,4.3,Bajra,0.78253
423.47826,27,4.3,Bajra,0.78261
423.47826,27,4.3,Bajra,0.78261
423.47826,27,4.3,Bajra,0.78261
423.4825,27,4.3,Bajra,0.78275
423.48732,27,4.3,Bajra,0.78291
423.48984,27,4.3,Bajra,0.78299
423.49206,27,4.3,Bajra,0.78307
423.49206,27,4.3,Bajra,0.78307
423.49859,27,4.3,Bajra,0.78329
423.50982,27,4.3,Bajra,0.78366
423.50988,27,4.3,Bajra,0.78366
423.51145,27,4.3,Bajra,0.78372
423.51256,27,4.3,Bajra,0.78375
423.51259,27,4.3,Bajra,0.78375
423.5284,27,4.3,Bajra,0.78428
423.53075,27,4.3,Bajra,0.78436
423.53312,27,4.3,Bajra,0.78444
423.54108,27,4.3,Bajra,0.7847
423.55263,27,4.3,Bajra,0.78509
423.58079,27,4.3,Bajra,0.78603
423.58149,27,4.3,Bajra,0.78605
423.59303,27,4.3,Bajra,0.78643
423.64466,27,4.3,Bajra,0.78816
423.66829,27,4.3,Bajra,0.78894
423.7156,27,4.3,Bajra,0.79052
423.73563,27,4.3,Bajra,0.79119
423.76522,27,4.3,Bajra,0.79217
423.76623,27,4.3,Bajra,0.79221
423.80074,27,4.3,Bajra,0.79336
423.80435,27,4.3,Bajra,0.79348
423.80952,27,4.3,Bajra,0.79365
423.81998,27,4.3,Bajra,0.794
423.84615,27,4.3,Bajra,0.79487
423.84793,27,4.3,Bajra,0.79493
423.85262,27,4.3,Bajra,0.79509
423.85598,27,4.3,Bajra,0.7952
423.8565,27,4.3,Bajra,0.79522
423.86552,27,4.3,Bajra,0.79552
423.87002,27,4.3,Bajra,0.79567
423.8862,27,4.3,Bajra,0.79621
423.88662,27,4.3,Bajra,0.79622
423.89831,27,4.3,Bajra,0.79661
423.91089,27,4.3,Bajra,0.79703
423.92542,27,4.3,Bajra,0.79751
423.94663,27,4.3,Bajra,0.79822
423.95033,27,4.3,Bajra,0.79834
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424.04022,27,4.3,Bajra,0.80134
424.04246,27,4.3,Bajra,0.80142
424.0508,27,4.3,Bajra,0.80169
424.05172,27,4.3,Bajra,0.80172
424.08284,27,4.3,Bajra,0.80276
424.08759,27,4.3,Bajra,0.80292
424.09149,27,4.3,Bajra,0.80305
424.10603,27,4.3,Bajra,0.80353
424.11677,27,4.3,Bajra,0.80389
424.11911,27,4.3,Bajra,0.80397
424.13093,27,4.3,Bajra,0.80436
424.13636,27,4.3,Bajra,0.80455
424.18417,27,4.3,Bajra,0.80614
424.18605,27,4.3,Bajra,0.8062
424.1875,27,4.3,Bajra,0.80625
424.19643,27,4.3,Bajra,0.80655
424.20561,27,4.3,Bajra,0.80685
424.20601,27,4.3,Bajra,0.80687
417.64884,27,4.3,Bajra,0.80699
417.65031,27,4.3,Bajra,0.80706
417.6521,27,4.3,Bajra,0.80714
417.65602,27,4.3,Bajra,0.80732
417.66095,27,4.3,Bajra,0.80754
417.66156,27,4.3,Bajra,0.80757
417.6674,27,4.3,Bajra,0.80784
417.67204,27,4.3,Bajra,0.80805
417.68582,27,4.3,Bajra,0.80868
417.69126,27,4.3,Bajra,0.80893
417.70838,27,4.3,Bajra,0.80971
417.72707,27,4.3,Bajra,0.81057
417.73243,27,4.3,Bajra,0.81081
417.73433,27,4.3,Bajra,0.8109
417.74341,27,4.3,Bajra,0.81131
417.74768,27,4.3,Bajra,0.81151
417.75829,27,4.3,Bajra,0.81199
417.75842,27,4.3,Bajra,0.812
417.76938,27,4.3,Bajra,0.8125
417.76938,27,4.3,Bajra,0.8125
417.79135,27,4.3,Bajra,0.8135
417.80116,27,4.3,Bajra,0.81395
417.80516,27,4.3,Bajra,0.81414
417.81328,27,4.3,Bajra,0.81451
414.66292,27,4.3,Bajra,0.81461
414.66308,27,4.3,Bajra,0.81462
414.66667,27,4.3,Bajra,0.81481
414.66667,27,4.3,Bajra,0.81481
414.71674,27,4.3,Bajra,0.8176
414.72319,27,4.3,Bajra,0.81796
414.72485,27,4.3,Bajra,0.81805
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72937,27,4.3,Bajra,0.8183
414.73693,27,4.3,Bajra,0.81872
414.74,27,4.3,Bajra,0.81889
414.74367,27,4.3,Bajra,0.81909
414.74635,27,4.3,Bajra,0.81924
414.74733,27,4.3,Bajra,0.8193
414.75044,27,4.3,Bajra,0.81947
414.75342,27,4.3,Bajra,0.81963
414.76923,27,4.3,Bajra,0.82051
414.77729,27,4.3,Bajra,0.82096
414.78571,27,4.3,Bajra,0.82143
414.82353,27,4.3,Bajra,0.82353
414.82353,27,4.3,Bajra,0.82353
414.82353,27,4.3,Bajra,0.82353
414.83554,27,4.3,Bajra,0.8242
414.8382,27,4.3,Bajra,0.82434
414.84257,27,4.5,Bajra,0.82459
414.84909,27,4.5,Bajra,0.82495
414.8563,27,4.5,Bajra,0.82535
414.85714,27,4.5,Bajra,0.8254
414.86151,27,4.5,Bajra,0.82564
414.86957,27,4.5,Bajra,0.82609
414.87779,27,4.5,Bajra,0.82654
414.90625,27,4.5,Bajra,0.82813
414.90798,27,4.5,Bajra,0.82822
414.90932,27,4.5,Bajra,0.8283
414.91237,27,4.5,Bajra,0.82846
414.91429,27,4.5,Bajra,0.82857
414.91461,27,4.5,Bajra,0.82859
414.92105,27,4.5,Bajra,0.82895
414.92683,27,4.5,Bajra,0.82927
414.92683,27,4.5,Bajra,0.82927
414.93023,27,4.5,Bajra,0.82946
414.9326,27,4.5,Bajra,0.82959
414.93617,27,4.5,Bajra,0.82979
414.93617,27,4.5,Bajra,0.82979
414.93617,27,4.5,Bajra,0.82979
414.93956,27,4.5,Bajra,0.82998
414.94,27,4.5,Bajra,0.83
414.94783,27,4.5,Bajra,0.83043
414.95161,27,4.5,Bajra,0.83065
414.9542,27,4.5,Bajra,0.83079
414.9938,27,4.5,Bajra,0.83299
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415.02003,27,4.5,Bajra,0.83445
415.0241,27,4.5,Bajra,0.83467
415.02568,27,4.5,Bajra,0.83476
415.02857,27,4.5,Bajra,0.83492
415.03614,27,4.5,Bajra,0.83534
415.03759,27,4.5,Bajra,0.83542
415.04612,27,4.5,Bajra,0.8359
415.05405,27,4.5,Bajra,0.83634
415.06122,27,4.5,Bajra,0.83673
415.06122,27,4.5,Bajra,0.83673
415.06122,27,4.5,Bajra,0.83673
415.06192,27,4.5,Bajra,0.83677
415.06507,27,4.5,Bajra,0.83695
415.06681,27,4.5,Bajra,0.83705
415.06749,27,4.5,Bajra,0.83708
415.0687,27,4.5,Bajra,0.83715
415.0946,27,4.5,Bajra,0.83859
415.10812,27,4.5,Bajra,0.83934
415.13274,27,4.5,Bajra,0.84071
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.16019,27,4.5,Bajra,0.84223
415.17419,27,4.5,Bajra,0.84301
415.18519,27,4.5,Bajra,0.84362
415.19134,27,4.5,Bajra,0.84396
415.19149,27,4.5,Bajra,0.84397
415.2179,27,4.5,Bajra,0.84544
415.21832,27,4.5,Bajra,0.84546
415.23077,27,4.5,Bajra,0.84615
415.23077,27,4.5,Bajra,0.84615
415.24132,27,4.5,Bajra,0.84674
415.2449,27,4.5,Bajra,0.84694
415.26095,27,4.5,Bajra,0.84783
415.28069,27,4.5,Bajra,0.84893
415.28767,27,4.5,Bajra,0.84932
415.28793,27,4.5,Bajra,0.84933
415.29356,27,4.5,Bajra,0.84964
415.29819,27,4.5,Bajra,0.8499
415.3,27,4.5,Bajra,0.85
415.30657,27,4.5,Bajra,0.85036
415.30678,27,4.5,Bajra,0.85038
418.6165,27,4.5,Bajra,0.85123
418.62024,27,4.5,Bajra,0.85141
418.62157,27,4.5,Bajra,0.85147
418.63,27,4.5,Bajra,0.85185
418.63,27,4.5,Bajra,0.85185
418.63704,27,4.5,Bajra,0.85217
418.65093,27,4.5,Bajra,0.85281
418.65098,27,4.5,Bajra,0.85281
418.65192,27,4.5,Bajra,0.85285
418.65382,27,4.5,Bajra,0.85294
418.66162,27,4.5,Bajra,0.8533
418.66951,27,4.5,Bajra,0.85366
418.6773,27,4.5,Bajra,0.85401
418.67942,27,4.5,Bajra,0.85411
418.68063,27,4.5,Bajra,0.85417
418.68495,27,4.5,Bajra,0.85436
418.68531,27,4.5,Bajra,0.85438
418.69231,27,4.5,Bajra,0.8547
418.70189,27,4.5,Bajra,0.85514
418.70262,27,4.5,Bajra,0.85517
418.70262,27,4.5,Bajra,0.85517
418.72629,27,4.5,Bajra,0.85625
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.78026,27,4.7,Bajra,0.85872
418.78026,27,4.7,Bajra,0.85872
418.78036,27,4.7,Bajra,0.85873
418.78793,27,4.7,Bajra,0.85907
418.79907,27,4.7,Bajra,0.85958
418.81237,27,4.7,Bajra,0.86019
418.82025,27,4.7,Bajra,0.86055
418.82481,27,4.7,Bajra,0.86076
418.83454,27,4.7,Bajra,0.8612
418.85345,27,4.7,Bajra,0.86207
418.85345,27,4.7,Bajra,0.86207
418.89568,27,4.7,Bajra,0.864
418.91659,27,4.7,Bajra,0.86496
418.93488,27,4.7,Bajra,0.86579
418.93537,27,4.7,Bajra,0.86581
418.93573,27,4.7,Bajra,0.86583
418.954,27,4.7,Bajra,0.86667
418.96585,27,4.7,Bajra,0.86721
418.9709,27,4.7,Bajra,0.86744
418.97777,27,4.7,Bajra,0.86775
418.99296,27,4.7,Bajra,0.86845
419.00373,27,4.7,Bajra,0.86894
419.03622,27,4.7,Bajra,0.87043
419.04697,27,4.7,Bajra,0.87092
419.04806,27,4.7,Bajra,0.87097
419.04806,27,4.7,Bajra,0.87097
419.04936,27,4.7,Bajra,0.87103
419.05307,27,4.7,Bajra,0.8712
419.05435,27,4.7,Bajra,0.87125
419.0562,27,4.7,Bajra,0.87134
419.05912,27,4.7,Bajra,0.87147
419.07155,27,4.7,Bajra,0.87204
419.07182,27,4.7,Bajra,0.87205
419.08189,27,4.7,Bajra,0.87251
419.08387,27,4.7,Bajra,0.8726
419.08454,27,4.7,Bajra,0.87264
419.12713,27,4.7,Bajra,0.87458
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.1551,27,4.7,Bajra,0.87586
419.16156,27,4.7,Bajra,0.87616
419.17,27,4.7,Bajra,0.87654
419.18662,27,4.7,Bajra,0.8773
419.2129,27,4.7,Bajra,0.8785
419.21854,27,4.7,Bajra,0.87876
419.22677,27,4.7,Bajra,0.87914
419.2287,27,4.7,Bajra,0.87923
419.24003,27,4.7,Bajra,0.87975
419.26643,27,4.7,Bajra,0.88095
419.27158,27,4.7,Bajra,0.88119
419.27539,27,4.7,Bajra,0.88136
419.28385,27,4.7,Bajra,0.88175
419.29236,27,4.7,Bajra,0.88214
419.29706,27,4.7,Bajra,0.88235
419.33062,27,4.7,Bajra,0.88389
419.33467,27,4.7,Bajra,0.88407
419.35,27,4.7,Bajra,0.88477
419.3515,27,4.7,Bajra,0.88484
419.35743,27,4.7,Bajra,0.88511
419.35876,27,4.7,Bajra,0.88517
419.37057,27,4.7,Bajra,0.88571
419.39415,27,4.7,Bajra,0.88679
419.40638,27,4.7,Bajra,0.88735
419.41213,27,4.7,Bajra,0.88761
419.42042,27,4.7,Bajra,0.88799
419.42342,27,4.7,Bajra,0.88813
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.45578,27,4.7,Bajra,0.88961
419.46597,27,4.7,Bajra,0.89008
419.4667,27,4.7,Bajra,0.89011
419.47127,27,4.7,Bajra,0.89032
419.47381,27,4.7,Bajra,0.89043
419.48948,27,4.7,Bajra,0.89115
419.50118,27,4.7,Bajra,0.89169
419.52679,27,4.7,Bajra,0.89286
419.54323,27,4.7,Bajra,0.89361
419.5434,27,4.7,Bajra,0.89362
419.55355,27,4.7,Bajra,0.89408
419.5671,27,4.7,Bajra,0.8947
419.56789,27,4.7,Bajra,0.89474
419.56789,27,4.7,Bajra,0.89474
419.57696,27,4.7,Bajra,0.89515
419.59246,27,4.7,Bajra,0.89586
419.61932,27,4.7,Bajra,0.89709
419.62692,27,4.7,Bajra,0.89744
419.62966,27,4.7,Bajra,0.89756
419.64139,27,4.7,Bajra,0.8981
419.65588,27,4.7,Bajra,0.89876
419.66398,27,4.7,Bajra,0.89913
419.67132,27,4.7,Bajra,0.89947
419.7027,27,4.7,Bajra,0.9009
